Day,TotalMinutesWearTime,PercentageWearTime
11/26/2019,0,0
11/27/2019,0,0
11/28/2019,0,0
11/29/2019,0,0
11/30/2019,0,0
12/1/2019,0,0
12/2/2019,0,0
12/3/2019,0,0
12/4/2019,0,0
12/5/2019,0,0
12/6/2019,0,0
12/7/2019,0,0
12/8/2019,0,0
12/9/2019,0,0
12/10/2019,0,0
12/11/2019,0,0
12/12/2019,0,0
12/13/2019,0,0
12/14/2019,0,0
12/15/2019,0,0
12/16/2019,0,0
12/17/2019,0,0
12/18/2019,0,0
12/19/2019,0,0
12/20/2019,0,0
12/21/2019,0,0
12/22/2019,0,0
12/23/2019,0,0
12/24/2019,0,0
12/25/2019,0,0
12/26/2019,0,0
12/27/2019,0,0
12/28/2019,0,0
12/29/2019,0,0
12/30/2019,0,0
12/31/2019,0,0
1/1/2020,0,0
1/2/2020,0,0
1/3/2020,0,0
1/4/2020,0,0
1/5/2020,0,0
1/6/2020,0,0
1/7/2020,0,0
1/8/2020,0,0
1/9/2020,0,0
1/10/2020,0,0
1/11/2020,0,0
1/12/2020,0,0
1/13/2020,0,0
1/14/2020,0,0
1/15/2020,0,0
1/16/2020,0,0
1/17/2020,0,0
1/18/2020,0,0
1/19/2020,0,0
1/20/2020,0,0
1/21/2020,0,0
1/22/2020,0,0
1/23/2020,0,0
1/24/2020,0,0
1/25/2020,0,0
1/26/2020,0,0
1/27/2020,0,0
1/28/2020,0,0
1/29/2020,0,0
1/30/2020,0,0
1/31/2020,0,0
2/1/2020,0,0
2/2/2020,0,0
2/3/2020,0,0
2/4/2020,0,0
2/5/2020,0,0
2/6/2020,0,0
2/7/2020,0,0
2/8/2020,0,0
2/9/2020,0,0
2/10/2020,0,0
2/11/2020,0,0
2/12/2020,0,0
2/13/2020,0,0
2/14/2020,0,0
2/15/2020,0,0
2/16/2020,0,0
2/17/2020,0,0
2/18/2020,0,0
2/19/2020,0,0
2/20/2020,0,0
2/21/2020,0,0
2/22/2020,0,0
2/23/2020,0,0
2/24/2020,0,0
2/25/2020,0,0
2/26/2020,0,0
2/27/2020,0,0
2/28/2020,0,0
2/29/2020,0,0
3/1/2020,0,0
3/2/2020,0,0
3/3/2020,0,0
3/4/2020,0,0
3/5/2020,0,0
3/6/2020,0,0
3/7/2020,0,0
3/8/2020,0,0
3/9/2020,0,0
3/10/2020,0,0
3/11/2020,0,0
3/12/2020,0,0
3/13/2020,0,0
3/14/2020,0,0
3/15/2020,0,0
3/16/2020,0,0
3/17/2020,0,0
3/18/2020,0,0
3/19/2020,0,0
3/20/2020,0,0
3/21/2020,0,0
3/22/2020,0,0
3/23/2020,0,0
3/24/2020,0,0
3/25/2020,0,0
3/26/2020,0,0
3/27/2020,0,0
3/28/2020,0,0
3/29/2020,0,0
3/30/2020,0,0
3/31/2020,0,0
4/1/2020,0,0
4/2/2020,0,0
4/3/2020,0,0
4/4/2020,0,0
4/5/2020,0,0
4/6/2020,0,0
4/7/2020,0,0
4/8/2020,0,0
4/9/2020,0,0
4/10/2020,0,0
4/11/2020,0,0
4/12/2020,0,0
4/13/2020,0,0
4/14/2020,0,0
4/15/2020,0,0
4/16/2020,0,0
4/17/2020,0,0
4/18/2020,0,0
4/19/2020,0,0
4/20/2020,0,0
4/21/2020,0,0
4/22/2020,0,0
4/23/2020,0,0
4/24/2020,0,0
4/25/2020,0,0
4/26/2020,0,0
4/27/2020,0,0
4/28/2020,0,0
4/29/2020,0,0
4/30/2020,0,0
5/1/2020,0,0
5/2/2020,0,0
5/3/2020,0,0
5/4/2020,0,0
5/5/2020,0,0
5/6/2020,0,0
5/7/2020,0,0
5/8/2020,0,0
5/9/2020,0,0
5/10/2020,0,0
5/11/2020,0,0
5/12/2020,0,0
5/13/2020,0,0
5/14/2020,0,0
5/15/2020,0,0
5/16/2020,0,0
5/17/2020,0,0
5/18/2020,0,0
5/19/2020,0,0
5/20/2020,0,0
5/21/2020,0,0
5/22/2020,0,0
5/23/2020,0,0
5/24/2020,0,0
5/25/2020,0,0
5/26/2020,0,0
5/27/2020,0,0
5/28/2020,0,0
5/29/2020,0,0
5/30/2020,0,0
5/31/2020,0,0
6/1/2020,0,0
6/2/2020,0,0
6/3/2020,0,0
6/4/2020,0,0
6/5/2020,0,0
6/6/2020,0,0
6/7/2020,0,0
6/8/2020,0,0
6/9/2020,0,0
6/10/2020,0,0
6/11/2020,0,0
6/12/2020,0,0
6/13/2020,0,0
6/14/2020,0,0
6/15/2020,0,0
6/16/2020,0,0
6/17/2020,0,0
6/18/2020,0,0
6/19/2020,0,0
6/20/2020,0,0
6/21/2020,0,0
6/22/2020,0,0
6/23/2020,0,0
6/24/2020,0,0
6/25/2020,0,0
6/26/2020,0,0
6/27/2020,0,0
6/28/2020,0,0
6/29/2020,0,0
6/30/2020,0,0
7/1/2020,0,0
7/2/2020,0,0
7/3/2020,0,0
7/4/2020,0,0
7/5/2020,0,0
7/6/2020,0,0
7/7/2020,0,0
7/8/2020,0,0
7/9/2020,0,0
7/10/2020,0,0
7/11/2020,0,0
7/12/2020,0,0
7/13/2020,0,0
7/14/2020,0,0
7/15/2020,0,0
7/16/2020,0,0
7/17/2020,0,0
7/18/2020,0,0
7/19/2020,0,0
7/20/2020,0,0
7/21/2020,0,0
7/22/2020,0,0
7/23/2020,0,0
7/24/2020,0,0
7/25/2020,0,0
7/26/2020,0,0
7/27/2020,0,0
7/28/2020,0,0
7/29/2020,0,0
7/30/2020,0,0
7/31/2020,0,0
8/1/2020,0,0
8/2/2020,0,0
8/3/2020,0,0
8/4/2020,0,0
8/5/2020,0,0
8/6/2020,0,0
8/7/2020,0,0
8/8/2020,0,0
8/9/2020,0,0
8/10/2020,0,0
8/11/2020,0,0
8/12/2020,0,0
8/13/2020,0,0
8/14/2020,0,0
8/15/2020,0,0
8/16/2020,0,0
8/17/2020,0,0
8/18/2020,0,0
8/19/2020,0,0
8/20/2020,0,0
8/21/2020,0,0
8/22/2020,0,0
8/23/2020,0,0
8/24/2020,0,0
8/25/2020,0,0
8/26/2020,0,0
8/27/2020,0,0
8/28/2020,0,0
8/29/2020,0,0
8/30/2020,0,0
8/31/2020,0,0
9/1/2020,0,0
9/2/2020,0,0
9/3/2020,0,0
9/4/2020,10,0.6944444444444444
9/5/2020,0,0
9/6/2020,0,0
9/7/2020,0,0
9/8/2020,78,5.416666666666667
9/9/2020,22,1.5277777777777777
9/10/2020,365,25.34722222222222
9/11/2020,854,59.30555555555556
9/12/2020,1407,97.70833333333333
9/13/2020,915,63.541666666666664
9/14/2020,1041,72.29166666666667
9/15/2020,1416,98.33333333333333
9/16/2020,1350,93.75
9/17/2020,1059,73.54166666666667
9/18/2020,733,50.90277777777777
9/19/2020,739,51.31944444444444
9/20/2020,834,57.91666666666667
9/21/2020,545,37.84722222222222
9/22/2020,1271,88.26388888888889
9/23/2020,194,13.472222222222221
9/24/2020,0,0
9/25/2020,0,0
9/26/2020,0,0
9/27/2020,0,0
9/28/2020,0,0
9/29/2020,0,0
9/30/2020,0,0
10/1/2020,0,0
10/2/2020,0,0
10/3/2020,0,0
10/4/2020,0,0
10/5/2020,0,0
10/6/2020,0,0
10/7/2020,0,0
10/8/2020,0,0
10/9/2020,0,0
10/10/2020,0,0
10/11/2020,0,0
10/12/2020,0,0
10/13/2020,0,0
10/14/2020,0,0
10/15/2020,0,0
10/16/2020,0,0
10/17/2020,0,0
10/18/2020,0,0
10/19/2020,0,0
10/20/2020,0,0
10/21/2020,0,0
10/22/2020,0,0
10/23/2020,0,0
10/24/2020,0,0
10/25/2020,0,0
10/26/2020,0,0
10/27/2020,0,0
10/28/2020,0,0
10/29/2020,0,0
10/30/2020,2,0.1388888888888889
10/31/2020,7,0.4861111111111111
11/1/2020,0,0
11/2/2020,0,0
11/3/2020,0,0
11/4/2020,0,0
11/5/2020,0,0
11/6/2020,0,0
11/7/2020,0,0
11/8/2020,0,0
11/9/2020,0,0
11/10/2020,0,0
11/11/2020,0,0
11/12/2020,0,0
11/13/2020,0,0
11/14/2020,0,0
11/15/2020,0,0
11/16/2020,0,0
11/17/2020,0,0
11/18/2020,0,0
11/19/2020,0,0
11/20/2020,0,0
11/21/2020,0,0
11/22/2020,0,0
11/23/2020,0,0
11/24/2020,0,0
11/25/2020,0,0
11/26/2020,0,0
11/27/2020,0,0
11/28/2020,0,0
11/29/2020,0,0
11/30/2020,0,0
12/1/2020,0,0
12/2/2020,0,0
12/3/2020,0,0
12/4/2020,0,0
12/5/2020,0,0
12/6/2020,0,0
12/7/2020,0,0
12/8/2020,280,19.444444444444446
12/9/2020,1439,99.93055555555556
12/10/2020,1433,99.51388888888889
12/11/2020,1440,100
12/12/2020,1440,100
12/13/2020,1440,100
12/14/2020,1440,100
12/15/2020,1440,100
12/16/2020,1345,93.40277777777779
12/17/2020,843,58.54166666666667
12/18/2020,0,0
12/19/2020,0,0
12/20/2020,0,0
12/21/2020,0,0
12/22/2020,0,0
12/23/2020,0,0
12/24/2020,0,0
12/25/2020,838,58.19444444444445
12/26/2020,1440,100
12/27/2020,1440,100
12/28/2020,1440,100
12/29/2020,1116,77.5
12/30/2020,799,55.486111111111114
12/31/2020,1292,89.72222222222223
1/1/2021,1440,100
1/2/2021,1440,100
1/3/2021,1440,100
1/4/2021,1432,99.44444444444444
1/5/2021,950,65.97222222222221
1/6/2021,860,59.72222222222222
1/7/2021,787,54.65277777777777
1/8/2021,1440,100
1/9/2021,1440,100
1/10/2021,1440,100
1/11/2021,1440,100
1/12/2021,1439,99.93055555555556
1/13/2021,1440,100
1/14/2021,1440,100
1/15/2021,1440,100
1/16/2021,1052,73.05555555555556
1/17/2021,1440,100
1/18/2021,312,21.666666666666668
1/19/2021,1440,100
1/20/2021,1440,100
1/21/2021,1440,100
1/22/2021,1440,100
1/23/2021,1297,90.06944444444444
1/24/2021,871,60.48611111111111
1/25/2021,896,62.22222222222222
1/26/2021,1440,100
1/27/2021,1440,100
1/28/2021,1440,100
1/29/2021,662,45.97222222222222
1/30/2021,684,47.5
1/31/2021,1440,100
2/1/2021,851,59.09722222222222
2/2/2021,0,0
2/3/2021,567,39.375
2/4/2021,1440,100
2/5/2021,1440,100
2/6/2021,1126,78.19444444444444
2/7/2021,855,59.375
2/8/2021,1440,100
2/9/2021,1440,100
2/10/2021,1440,100
2/11/2021,1271,88.26388888888889
2/12/2021,1440,100
2/13/2021,1440,100
2/14/2021,1440,100
2/15/2021,1440,100
2/16/2021,1110,77.08333333333334
2/17/2021,0,0
2/18/2021,0,0
2/19/2021,0,0
2/20/2021,0,0
2/21/2021,0,0
2/22/2021,0,0
2/23/2021,222,15.416666666666668
2/24/2021,622,43.19444444444444
2/25/2021,1082,75.13888888888889
2/26/2021,1440,100
2/27/2021,1440,100
2/28/2021,1440,100
3/1/2021,736,51.11111111111111
3/2/2021,288,20
3/3/2021,1440,100
3/4/2021,1440,100
3/5/2021,1440,100
3/6/2021,1437,99.79166666666667
3/7/2021,1440,100
3/8/2021,1440,100
3/9/2021,340,23.61111111111111
3/10/2021,987,68.54166666666667
3/11/2021,1440,100
3/12/2021,1440,100
3/13/2021,1438,99.86111111111111
3/14/2021,1321,91.73611111111111
3/15/2021,1433,99.51388888888889
3/16/2021,1440,100
3/17/2021,1380,95.83333333333334
3/18/2021,0,0
3/19/2021,610,42.36111111111111
3/20/2021,1440,100
3/21/2021,1436,99.72222222222223
3/22/2021,1050,72.91666666666666
3/23/2021,0,0
3/24/2021,622,43.19444444444444
3/25/2021,1440,100
3/26/2021,1076,74.72222222222223
3/27/2021,7,0.4861111111111111
3/28/2021,583,40.486111111111114
3/29/2021,966,67.08333333333333
3/30/2021,16,1.1111111111111112
3/31/2021,0,0
4/1/2021,26,1.8055555555555554
4/2/2021,0,0
4/3/2021,0,0
4/4/2021,0,0
4/5/2021,607,42.15277777777778
4/6/2021,815,56.59722222222222
4/7/2021,0,0
4/8/2021,0,0
4/9/2021,0,0
4/10/2021,282,19.583333333333332
4/11/2021,1440,100
4/12/2021,1440,100
4/13/2021,1440,100
4/14/2021,301,20.90277777777778
4/15/2021,257,17.84722222222222
4/16/2021,1395,96.875
4/17/2021,1440,100
4/18/2021,1440,100
4/19/2021,457,31.73611111111111
4/20/2021,1440,100
4/21/2021,1037,72.01388888888889
4/22/2021,1440,100
4/23/2021,466,32.361111111111114
4/24/2021,1429,99.23611111111111
4/25/2021,559,38.81944444444444
4/26/2021,490,34.02777777777778
4/27/2021,1440,100
4/28/2021,1146,79.58333333333333
4/29/2021,867,60.20833333333333
4/30/2021,1440,100
5/1/2021,711,49.375
5/2/2021,0,0
5/3/2021,0,0
5/4/2021,0,0
5/5/2021,0,0
5/6/2021,0,0
5/7/2021,0,0
5/8/2021,0,0
5/9/2021,0,0
5/10/2021,0,0
5/11/2021,0,0
5/12/2021,0,0
5/13/2021,0,0
5/14/2021,0,0
5/15/2021,992,68.88888888888889
5/16/2021,1440,100
5/17/2021,1060,73.61111111111111
5/18/2021,512,35.55555555555556
5/19/2021,1336,92.77777777777779
5/20/2021,1440,100
5/21/2021,1376,95.55555555555556
5/22/2021,977,67.84722222222223
5/23/2021,0,0
5/24/2021,0,0
5/25/2021,0,0
5/26/2021,618,42.916666666666664
5/27/2021,1440,100
5/28/2021,1440,100
5/29/2021,775,53.81944444444444
5/30/2021,779,54.09722222222222
5/31/2021,984,68.33333333333333
6/1/2021,0,0
6/2/2021,0,0
6/3/2021,401,27.84722222222222
6/4/2021,1440,100
6/5/2021,351,24.375
6/6/2021,3,0.20833333333333334
6/7/2021,779,54.09722222222222
6/8/2021,1440,100
6/9/2021,721,50.06944444444444
6/10/2021,541,37.56944444444444
6/11/2021,0,0
6/12/2021,8,0.5555555555555556
6/13/2021,0,0
6/14/2021,0,0
6/15/2021,0,0
6/16/2021,0,0
6/17/2021,953,66.18055555555556
6/18/2021,1440,100
6/19/2021,686,47.638888888888886
6/20/2021,950,65.97222222222221
6/21/2021,1427,99.09722222222223
6/22/2021,772,53.61111111111111
6/23/2021,1440,100
6/24/2021,579,40.208333333333336
6/25/2021,2,0.1388888888888889
6/26/2021,0,0
6/27/2021,828,57.49999999999999
6/28/2021,1440,100
6/29/2021,1440,100
6/30/2021,1000,69.44444444444444
7/1/2021,0,0
7/2/2021,585,40.625
7/3/2021,694,48.19444444444444
7/4/2021,1440,100
7/5/2021,1284,89.16666666666667
7/6/2021,1440,100
7/7/2021,1078,74.86111111111111
7/8/2021,1224,85
7/9/2021,0,0
7/10/2021,803,55.76388888888889
7/11/2021,1440,100
7/12/2021,1440,100
7/13/2021,669,46.458333333333336
7/14/2021,228,15.833333333333332
7/15/2021,1440,100
7/16/2021,1440,100
7/17/2021,1110,77.08333333333334
7/18/2021,708,49.166666666666664
7/19/2021,1440,100
7/20/2021,660,45.83333333333333
7/21/2021,0,0
7/22/2021,0,0
7/23/2021,453,31.458333333333332
7/24/2021,1440,100
7/25/2021,1440,100
7/26/2021,1296,90
7/27/2021,332,23.055555555555557
7/28/2021,1440,100
7/29/2021,942,65.41666666666667
7/30/2021,1096,76.11111111111111
7/31/2021,189,13.125
8/1/2021,822,57.08333333333333
8/2/2021,425,29.51388888888889
8/3/2021,1440,100
8/4/2021,1440,100
8/5/2021,1367,94.93055555555556
8/6/2021,1426,99.02777777777779
8/7/2021,1214,84.30555555555556
8/8/2021,949,65.90277777777777
8/9/2021,1440,100
8/10/2021,1440,100
8/11/2021,1440,100
8/12/2021,616,42.77777777777778
8/13/2021,0,0
8/14/2021,718,49.861111111111114
8/15/2021,1440,100
8/16/2021,1440,100
8/17/2021,1440,100
8/18/2021,1439,99.93055555555556
8/19/2021,976,67.77777777777779
8/20/2021,0,0
8/21/2021,438,30.416666666666664
8/22/2021,1338,92.91666666666667
8/23/2021,1440,100
8/24/2021,1440,100
8/25/2021,1440,100
8/26/2021,1440,100
8/27/2021,1170,81.25
8/28/2021,843,58.54166666666667
8/29/2021,792,55.00000000000001
8/30/2021,0,0
8/31/2021,115,7.986111111111111
9/1/2021,1437,99.79166666666667
9/2/2021,1195,82.98611111111111
9/3/2021,0,0
9/4/2021,0,0
9/5/2021,636,44.166666666666664
9/6/2021,1440,100
9/7/2021,1440,100
9/8/2021,1440,100
9/9/2021,1440,100
9/10/2021,618,42.916666666666664
9/11/2021,936,65
9/12/2021,1440,100
9/13/2021,1440,100
9/14/2021,1440,100
9/15/2021,1419,98.54166666666667
9/16/2021,440,30.555555555555557
9/17/2021,0,0
9/18/2021,0,0
9/19/2021,574,39.861111111111114
9/20/2021,165,11.458333333333332
9/21/2021,400,27.77777777777778
9/22/2021,1440,100
9/23/2021,1440,100
9/24/2021,952,66.11111111111111
9/25/2021,872,60.55555555555555
9/26/2021,1417,98.40277777777777
9/27/2021,1440,100
9/28/2021,1440,100
9/29/2021,1320,91.66666666666666
9/30/2021,902,62.638888888888886
10/1/2021,0,0
10/2/2021,548,38.05555555555556
10/3/2021,1440,100
10/4/2021,1389,96.45833333333333
10/5/2021,1412,98.05555555555556
10/6/2021,1440,100
10/7/2021,1149,79.79166666666667
10/8/2021,1440,100
10/9/2021,1440,100
10/10/2021,1054,73.19444444444444
10/11/2021,0,0
10/12/2021,0,0
10/13/2021,552,38.333333333333336
10/14/2021,1381,95.90277777777779
10/15/2021,571,39.65277777777778
10/16/2021,1440,100
10/17/2021,1440,100
10/18/2021,1440,100
10/19/2021,1440,100
10/20/2021,1396,96.94444444444444
10/21/2021,0,0
10/22/2021,0,0
10/23/2021,0,0
10/24/2021,0,0
10/25/2021,0,0
10/26/2021,0,0
10/27/2021,0,0
10/28/2021,0,0
10/29/2021,242,16.805555555555557
10/30/2021,908,63.05555555555556
10/31/2021,1440,100
11/1/2021,1440,100
11/2/2021,1440,100
11/3/2021,1440,100
11/4/2021,419,29.097222222222225
11/5/2021,436,30.277777777777775
11/6/2021,1440,100
11/7/2021,1440,100
11/8/2021,1440,100
11/9/2021,897,62.291666666666664
11/10/2021,848,58.88888888888889
11/11/2021,1440,100
11/12/2021,1440,100
11/13/2021,748,51.94444444444445
11/14/2021,321,22.291666666666668
11/15/2021,1440,100
11/16/2021,1440,100
11/17/2021,1440,100
11/18/2021,1440,100
11/19/2021,944,65.55555555555556
11/20/2021,0,0
11/21/2021,0,0
11/22/2021,378,26.25
11/23/2021,1440,100
11/24/2021,1440,100
11/25/2021,1414,98.19444444444444
11/26/2021,1440,100
11/27/2021,946,65.69444444444444
11/28/2021,898,62.361111111111114
11/29/2021,1440,100
11/30/2021,1440,100
12/1/2021,1040,72.22222222222221
12/2/2021,0,0
12/3/2021,315,21.875
12/4/2021,1440,100
12/5/2021,1440,100
12/6/2021,1440,100
12/7/2021,1440,100
12/8/2021,903,62.708333333333336
12/9/2021,1088,75.55555555555556
12/10/2021,1440,100
12/11/2021,925,64.23611111111111
12/12/2021,0,0
12/13/2021,11,0.7638888888888888
12/14/2021,0,0
12/15/2021,0,0
12/16/2021,370,25.694444444444443
12/17/2021,1440,100
12/18/2021,1426,99.02777777777779
12/19/2021,832,57.77777777777777
12/20/2021,1440,100
12/21/2021,1440,100
12/22/2021,1440,100
12/23/2021,1440,100
12/24/2021,957,66.45833333333333
12/25/2021,930,64.58333333333334
12/26/2021,1440,100
12/27/2021,1440,100
12/28/2021,1440,100
12/29/2021,1276,88.61111111111111
12/30/2021,1054,73.19444444444444
12/31/2021,0,0
1/1/2022,0,0
1/2/2022,0,0
1/3/2022,0,0
1/4/2022,679,47.15277777777778
1/5/2022,1440,100
1/6/2022,1440,100
1/7/2022,1440,100
1/8/2022,1339,92.98611111111111
1/9/2022,1440,100
1/10/2022,1440,100
1/11/2022,1440,100
1/12/2022,1440,100
1/13/2022,1440,100
1/14/2022,1010,70.13888888888889
1/15/2022,1440,100
1/16/2022,1440,100
1/17/2022,410,28.47222222222222
1/18/2022,0,0
1/19/2022,0,0
1/20/2022,0,0
1/21/2022,0,0
1/22/2022,0,0
1/23/2022,583,40.486111111111114
1/24/2022,1281,88.95833333333333
1/25/2022,1440,100
1/26/2022,1440,100
1/27/2022,639,44.375
1/28/2022,535,37.15277777777778
1/29/2022,1440,100
1/30/2022,1440,100
1/31/2022,1440,100
2/1/2022,1440,100
2/2/2022,489,33.958333333333336
2/3/2022,0,0
2/4/2022,0,0
2/5/2022,0,0
2/6/2022,681,47.291666666666664
2/7/2022,1440,100
2/8/2022,1440,100
2/9/2022,1440,100
2/10/2022,538,37.361111111111114
2/11/2022,424,29.444444444444446
2/12/2022,1440,100
2/13/2022,1440,100
2/14/2022,1440,100
2/15/2022,1440,100
2/16/2022,1312,91.11111111111111
2/17/2022,0,0
2/18/2022,0,0
2/19/2022,979,67.98611111111111
2/20/2022,1440,100
2/21/2022,1433,99.51388888888889
2/22/2022,1440,100
2/23/2022,1440,100
2/24/2022,1176,81.66666666666667
2/25/2022,1440,100
2/26/2022,469,32.56944444444444
2/27/2022,0,0
2/28/2022,0,0
3/1/2022,841,58.40277777777778
3/2/2022,1048,72.77777777777777
3/3/2022,1037,72.01388888888889
3/4/2022,1440,100
3/5/2022,1440,100
3/6/2022,1440,100
3/7/2022,1415,98.26388888888889
3/8/2022,1440,100
3/9/2022,704,48.888888888888886
